	reply_settings	created_at	lang	conversation_id	author_id	text	edit_history_tweet_ids	id	referenced_tweets	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id
880	everyone	2023-03-09T03:13:12.000Z	en	1633667224002076672	916589557	RT @OccupyDemocrats: BREAKING: Speaker Kevin McCarthy spits in the face of Ukraine's heroic President Zelensky by refusing his invitation t…	['1633667224002076672']	1633667224002076672	[{'type': 'retweeted', 'id': '1633569264488820736'}]	759	0	0	0	0		
881	everyone	2023-03-09T03:13:12.000Z	en	1633667222336839681	1627501800734572544	"RT @POTUS: Nearly 25% of the entire national debt – that took 200 years to accumulate – was added by the last Administration.

Meanwhile, w…"	['1633667222336839681']	1633667222336839681	[{'type': 'retweeted', 'id': '1632410644161994754'}]	10542	0	0	0	0		
882	everyone	2023-03-09T03:13:12.000Z	en	1633667220739084288	1046559976834158592	"RT @realouMAGAgirl: ❤️🤍💙 FOLLOW 💙🤍❤️

✨MIKE✨ is such a FUN FOLLOW❣️ Let’s get this #AmericaFirst ❤️’g Patriot over 30K❣️ #LFG 👏👏👏 

👊#MAGA…"	['1633667220739084288']	1633667220739084288	[{'type': 'retweeted', 'id': '1633493386660380672'}]	120	0	0	0	0		
883	everyone	2023-03-09T03:13:11.000Z	en	1633667218956509185	866458494752497664	RT @DarkWebWarrior: Having Recordings of GQP POS MAGA McCarthy's Statements on the Violent Trump MAGA Attackers is a great thing.... https:…	['1633667218956509185']	1633667218956509185	[{'type': 'retweeted', 'id': '1633656364978302978'}]	5	0	0	0	0		
884	everyone	2023-03-09T03:13:11.000Z	en	1633667218369130497	907377540100186114	RT @SallyDeal4: Wanna help take back the House in '24? #Indivisible is targeting 18 districts where Biden won in 2020, but Rs were elected…	['1633667218369130497']	1633667218369130497	[{'type': 'retweeted', 'id': '1633557060511223812'}]	22	0	0	0	0		
885	everyone	2023-03-09T03:13:11.000Z	en	1633667218213855235	16300139	RT @kathrynresister: I'm so on board for the resignation of MAGA Republican terrorist Kevin McCarthy! I am livid about what he's doing to t…	['1633667218213855235']	1633667218213855235	[{'type': 'retweeted', 'id': '1633629113385910273'}]	47	0	0	0	0		
886	everyone	2023-03-09T03:13:11.000Z	en	1633667215948935168	301048344	RT @GramG46133627: Judge Carl Nichols unsealed bench warrants for Olivia Pollock &amp; Joseph Hutchinson of Florida who are accused of multiple…	['1633667215948935168']	1633667215948935168	[{'type': 'retweeted', 'id': '1633545139569262593'}]	24	0	0	0	0		
887	everyone	2023-03-09T03:13:10.000Z	en	1633667214824951812	803785099607150592	RT @TJStivrins: Read it, laugh, then weep that so many in our country love their Red MAGA hats more than applying themselves to learn more…	['1633667214824951812']	1633667214824951812	[{'type': 'retweeted', 'id': '1633621091611549696'}]	1	0	0	0	0		
888	everyone	2023-03-09T03:13:09.000Z	en	1633667211024904192	1151118460665159680	RT @VoteIsAntidote: @CNNSotu @jaketapper @CNN @GovernorVA REPUBLICAN EXTREMIST Glenn YOUNGKIN @GlennYoungkin @GovernorVA GOP MAGA FASCIST M…	['1633667211024904192']	1633667211024904192	[{'type': 'retweeted', 'id': '1633661544704749570'}]	1	0	0	0	0		
889	everyone	2023-03-09T03:13:08.000Z	en	1633667204054159361	1293314596254539778	"RT @JannaPart2: 😍🤩😍REAL #WomenWithPussies CELEBRATE #InternationalWomansDay  !!! 💋❤️

Just sayin’ !!! 😜

Woohoo !!! 🎉☀️😎🥳💥🔥

❤️#TrumpWon202…"	['1633667204054159361']	1633667204054159361	[{'type': 'retweeted', 'id': '1633665979262836739'}]	9	0	0	0	0		
890	everyone	2023-03-09T03:13:07.000Z	en	1633667202305134594	1464673458680479753	"RT @AndrewPatriot_: If you ''voted'' for Biden YOU are PART of the PROBLEM!

DEMOCRATS = ENEMY OF THE PEOPLE!

👉Retweet if you agree with m…"	['1633667202305134594']	1633667202305134594	[{'type': 'retweeted', 'id': '1633510935259119618'}]	442	0	0	0	0		
891	everyone	2023-03-09T03:13:06.000Z	en	1633635619703255042	575064729	@phoustonnow @MsAvaArmstrong How about antifa changing their clothes from black to MAGA hats and shirts and were caught on video ?	['1633667195384332296']	1633667195384332296	[{'type': 'replied_to', 'id': '1633638430491164673'}]	0	0	0	0	0	254728313	259d4fab72f5d95c
892	everyone	2023-03-09T03:13:06.000Z	en	1633667195346599936	1151118460665159680	RT @VoteIsAntidote: @CNNSotu @jaketapper @CNN @GovernorVA REPUBLICAN EXTREMIST Glenn YOUNGKIN @GlennYoungkin @GovernorVA GOP MAGA FASCIST M…	['1633667195346599936']	1633667195346599936	[{'type': 'retweeted', 'id': '1633661752620597250'}]	1	0	0	0	0		
893	everyone	2023-03-09T03:13:05.000Z	en	1633667193832349696	802325442682355712	RT @MsNashville: Mitch McConnell's Fox News Denouncement Sends MAGA Into Meltdown https://t.co/VHX4nNvqHz	['1633667193832349696']	1633667193832349696	[{'type': 'retweeted', 'id': '1633616142420828160'}]	1	0	0	0	0		
894	everyone	2023-03-09T03:13:03.000Z	en	1633667184160276480	937483839269728263	"RT @benwikler: 🚨 RED ALERT: A MAGA PAC just reserved $3.2 million in TV ads for the April 4 Wisconsin Supreme Court race.

For the next two…"	['1633667184160276480']	1633667184160276480	[{'type': 'retweeted', 'id': '1633545031121350656'}]	1379	0	0	0	0		
895	everyone	2023-03-09T03:13:02.000Z	en	1633667178770624512	1151118460665159680	RT @VoteIsAntidote: @CNNSotu @jaketapper @CNN @GovernorVA REPUBLICAN EXTREMIST Glenn YOUNGKIN @GlennYoungkin @GovernorVA GOP MAGA FASCIST M…	['1633667178770624512']	1633667178770624512	[{'type': 'retweeted', 'id': '1633661604389691393'}]	1	0	0	0	0		
896	everyone	2023-03-09T03:13:00.000Z	en	1633517809958531072	48830971	@tedlieu I am convinced that way more Democrats, including those holding public office, watch way more Fox News and Tucker Carlson than most MAGA supporters.  You guys literally hold Carlsons nuts for him.	['1633667172319875072']	1633667172319875072	[{'type': 'replied_to', 'id': '1633517809958531072'}]	0	0	0	0	8	21059255	
897	everyone	2023-03-09T03:13:00.000Z	en	1633667170877034496	1574096740696920065	"President Biden’s Closet Swings Wide Open #MAGA #TRUMP2024 #Trump

https://t.co/3xIBNICqzm"	['1633667170877034496']	1633667170877034496		0	0	0	0	1		
898	everyone	2023-03-09T03:12:59.000Z	en	1633667169589313542	1551955146288103424	"Josh Hawley for Senate majority leader 2025

#MAGA"	['1633667169589313542']	1633667169589313542		0	0	0	0	3		
899	everyone	2023-03-09T03:12:59.000Z	en	1633667169224409091	76493362	If you are a MAGA with any common sense at all then you need to just, consider this explanation. https://t.co/uZkLokbrv0	['1633667169224409091']	1633667169224409091	[{'type': 'quoted', 'id': '1633653165999665152'}]	0	0	0	0	15		
900	everyone	2023-03-09T03:12:59.000Z	en	1633667166556901377	1151118460665159680	RT @VoteIsAntidote: @CNNSotu @jaketapper @CNN @GovernorVA REPUBLICAN EXTREMIST Glenn YOUNGKIN @GlennYoungkin @GovernorVA GOP MAGA FASCIST M…	['1633667166556901377']	1633667166556901377	[{'type': 'retweeted', 'id': '1633661846673584130'}]	1	0	0	0	0		
901	everyone	2023-03-09T03:12:58.000Z	en	1633667165281738752	803785099607150592	"RT @LynnCha22280011: @RepMTG So Marge, where are these Antifa folks?

MAGA Domestic Terrorists are easy to spot - they wear Trump Cult gear…"	['1633667165281738752']	1633667165281738752	[{'type': 'retweeted', 'id': '1633142466076454913'}]	14	0	0	0	0		
902	everyone	2023-03-09T03:12:56.000Z	en	1633667153508352002	1151118460665159680	RT @VoteIsAntidote: @CNNSotu @jaketapper @CNN @GovernorVA REPUBLICAN EXTREMIST Glenn YOUNGKIN @GlennYoungkin @GovernorVA GOP MAGA FASCIST M…	['1633667153508352002']	1633667153508352002	[{'type': 'retweeted', 'id': '1633661278588657665'}]	1	0	0	0	0		
903	everyone	2023-03-09T03:12:55.000Z	en	1633667151231094784	605068093	RT @xoxo_chelsea22: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the a…	['1633667151231094784']	1633667151231094784	[{'type': 'retweeted', 'id': '1633614795902689280'}]	5	0	0	0	0		
904	everyone	2023-03-09T03:12:55.000Z	en	1633667149641261059	17680562	RT @ImSpeaking13: As I’ve mentioned, the WI SCOTUS race is super critical and a MAGA PAC just dropped $3,200,000 to prop up the far-right e…	['1633667149641261059']	1633667149641261059	[{'type': 'retweeted', 'id': '1633577021455454208'}]	141	0	0	0	0		
905	everyone	2023-03-09T03:12:54.000Z	en	1633601335655538689	17849000	@ShermEstes Yes, I feel the same. I read about various crimes being committed and how the perpetrators were arrested and awaiting trial, but its Way less serious than what MAGA and Drumpf have done	['1633667147099684864']	1633667147099684864	[{'type': 'replied_to', 'id': '1633666465856462849'}]	0	0	0	0	0	606391347	
906	everyone	2023-03-09T03:12:54.000Z	en	1633667146331963394	1554472018086690816	RT @Makalipo: Perhaps if the MAGA congressional Republicans who helped plan &amp; carry out the insurrection, were now in prison or being prose…	['1633667146331963394']	1633667146331963394	[{'type': 'retweeted', 'id': '1633627315593940993'}]	4	0	0	0	0		
907	everyone	2023-03-09T03:12:54.000Z	en	1633667145010761730	222656547	"RT @SilenceDamned: This is the 1/6/2021 hero of MAGA IDOLIZED BY @RepMTG 
 https://t.co/ocWWgOLaZs"	['1633667145010761730']	1633667145010761730	[{'type': 'retweeted', 'id': '1633453803201523714'}]	21	0	0	0	0		
908	everyone	2023-03-09T03:12:53.000Z	en	1633667142766698499	867768991439351808	RT @AlaskaPatriot1: Attention all Patriots🌹❤️ @thejavawitch ❤️🌹is closing in on the 15,000 Followers milestone! Let’s unite to give her a l…	['1633667142766698499']	1633667142766698499	[{'type': 'retweeted', 'id': '1633663612685254657'}]	29	0	0	0	0		
909	everyone	2023-03-09T03:12:52.000Z	en	1633667139205754880	40267585	RT @MyMeltingPotFam: Poor MTG, after voicing her hopes to be the traitor Trump's VP pick, and after her rousing speech to dozens of people…	['1633667139205754880']	1633667139205754880	[{'type': 'retweeted', 'id': '1633664027795791872'}]	3	0	0	0	0		
910	everyone	2023-03-09T03:12:51.000Z	en	1633667135909031937	1541964559841370112	Hey @DonaldJTrumpJr aka Coke Monster! Do you know @TuckerCarlson aka Maga Lying Cheeseball HATES your deranged future convict daddy PASSIONATELY?!! 🤔 https://t.co/VY3I3uqmew	['1633667135909031937']	1633667135909031937	[{'type': 'quoted', 'id': '1633618703899312129'}]	0	0	0	0	10		
911	everyone	2023-03-09T03:12:50.000Z	en	1633667131748302848	1151118460665159680	RT @VoteIsAntidote: @CNNSotu @jaketapper @CNN @GovernorVA REPUBLICAN EXTREMIST Glenn YOUNGKIN @GlennYoungkin @GovernorVA GOP MAGA FASCIST M…	['1633667131748302848']	1633667131748302848	[{'type': 'retweeted', 'id': '1633661956065226754'}]	1	0	0	0	0		
912	everyone	2023-03-09T03:12:49.000Z	en	1633667126929285120	1046559976834158592	"RT @AndrewPatriot_: If you ''voted'' for Biden YOU are PART of the PROBLEM!

DEMOCRATS = ENEMY OF THE PEOPLE!

👉Retweet if you agree with m…"	['1633667126929285120']	1633667126929285120	[{'type': 'retweeted', 'id': '1633510935259119618'}]	442	0	0	0	0		
913	everyone	2023-03-09T03:12:48.000Z	en	1633667121363181570	1471858889276731392	RT @AnthonyResists: Ok Magats .  Can you admit now since Fox and Tucker Admitted what a disaster the last 4 years have been ? #maga #MAGA #…	['1633667121363181570']	1633667121363181570	[{'type': 'retweeted', 'id': '1633624793462489089'}]	26	0	0	0	0		
914	everyone	2023-03-09T03:12:48.000Z	en	1633667119970754561	1594565238887702529	"RT @mollie_don: They say it was MAGA because they were wearing MAGA items. 

A capitol officer admitted he wore a MAGA to blend in. 

How m…"	['1633667119970754561']	1633667119970754561	[{'type': 'retweeted', 'id': '1633540145386250246'}]	21	0	0	0	0		
915	everyone	2023-03-09T03:12:48.000Z	en	1633667119710609416	1151118460665159680	RT @VoteIsAntidote: @CNNSotu @jaketapper @CNN @GovernorVA REPUBLICAN EXTREMIST Glenn YOUNGKIN @GlennYoungkin @GovernorVA GOP MAGA FASCIST M…	['1633667119710609416']	1633667119710609416	[{'type': 'retweeted', 'id': '1633661688984551424'}]	1	0	0	0	0		
916	everyone	2023-03-09T03:12:47.000Z	en	1633626151531708417	426432227	"@davidnwelton The O2 it does consume results in futility, because it's been converted into still another culture war. Trump's American Carnage 2.0 campaign promises attacks on quote/unquote ""the homeless, mentally ill, and drug addicted."" Still need to walk and chew to fight him and MAGA mob."	['1633667118578257922']	1633667118578257922	[{'type': 'replied_to', 'id': '1633626413587742721'}]	0	0	0	0	0	16967217	
917	everyone	2023-03-09T03:12:46.000Z	en	1633667112144076801	1518742149872902144	RT @tedlieu: Dear MAGA Folks: Tucker Carlson thinks you are stupid. He tells you one thing but believes the opposite. He is an actor who ro…	['1633667112144076801']	1633667112144076801	[{'type': 'retweeted', 'id': '1633517809958531072'}]	1382	0	0	0	0		
918	everyone	2023-03-09T03:12:44.000Z	en	1633667104795934720	3215777512	RT @BaddCompani: MAGA Congress Members REFUSE to Utter Two Simple Sentences and are EXPOSED https://t.co/KA02LzwdmN via @YouTube	['1633667104795934720']	1633667104795934720	[{'type': 'retweeted', 'id': '1633595740101685250'}]	67	0	0	0	0		
919	everyone	2023-03-09T03:12:43.000Z	en	1633458262153781256	1562497887124066306	@Iwillbequeen_ @JeffBoChicago @FrankMikeDavis1 They can enjoy losing over and over while making small games going MAGA... hell they already lost my friends and family over the course of 3 years.	['1633667102451048450']	1633667102451048450	[{'type': 'replied_to', 'id': '1633666527940743171'}]	0	0	0	0	1	3400736668	
920	everyone	2023-03-09T03:12:41.000Z	en	1633667093219483649	62596532	RT @tedlieu: Dear MAGA Folks: Tucker Carlson thinks you are stupid. He tells you one thing but believes the opposite. He is an actor who ro…	['1633667093219483649']	1633667093219483649	[{'type': 'retweeted', 'id': '1633517809958531072'}]	1382	0	0	0	0		
921	everyone	2023-03-09T03:12:41.000Z	en	1633657672494092288	953765010215378944	@KariLake Wackadoodle failed woman for governor thinks Fauci should be arrested. This is the new MAGA/Nazi style justice system. Arrest people you don’t like. Invent charges. Skip trial. Send them straight to prison. Hitler would be proud of these fucking imbeciles.	['1633667092921872384']	1633667092921872384	[{'type': 'replied_to', 'id': '1633657672494092288'}]	0	0	0	0	4	1082197856	
922	everyone	2023-03-09T03:12:41.000Z	en	1633667092560896001	2343966982	RT @votevets: Let’s not forget @SpeakerMcCarthy gave in to MAGA extremists and handed Tucker Carlson the footage, giving a permission slip…	['1633667092560896001']	1633667092560896001	[{'type': 'retweeted', 'id': '1633496010537181184'}]	213	0	0	0	0		
923	everyone	2023-03-09T03:12:41.000Z	en	1633667091415945216	962381519024095232	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633667091415945216']	1633667091415945216	[{'type': 'retweeted', 'id': '1633546143337680897'}]	2620	0	0	0	0		
924	everyone	2023-03-09T03:12:39.000Z	en	1633667084675678209	226339515	"RT @MotherJones: Guo Wengui is a Chinese fugitive who became an unlikely MAGA celebrity. So what were his followers doing in Poland? 

@del…"	['1633667084675678209']	1633667084675678209	[{'type': 'retweeted', 'id': '1633664655880241152'}]	4	0	0	0	0		
925	everyone	2023-03-09T03:12:39.000Z	en	1633634026622689283	1597363248424054784	@MAGA_Link I remember On Jan6, Fov News reporting that Antifa was dressed a Trump supporters and started attacking them	['1633667082335428608']	1633667082335428608	[{'type': 'replied_to', 'id': '1633634026622689283'}]	0	0	0	0	3	1576638924956516366	
926	everyone	2023-03-09T03:12:38.000Z	en	1633667081093758980	2721729247	RT @davidmweissman: President Zelinskyy gives the Republican Party transparency by giving McCarthy an invite to Ukraine. Russian asset reje…	['1633667081093758980']	1633667081093758980	[{'type': 'retweeted', 'id': '1633664248235655170'}]	24	0	0	0	0		
927	everyone	2023-03-09T03:12:37.000Z	en	1633667075444031488	1463692093273124866	"RT @ruinwanderer: The MAGA suspicion that media do not tell them the truth has every ground.

Tucker Carson said he hates Trump but never l…"	['1633667075444031488']	1633667075444031488	[{'type': 'retweeted', 'id': '1633534633525510145'}]	13	0	0	0	0		
928	everyone	2023-03-09T03:12:37.000Z	en	1633667073795817482	1924356799	RT @WorldsMostHumb1: @gtconway3d ME: “it’s arguably unfair to paint MAGA as just a bunch of xenophobic crybabies who voted for Trump becaus…	['1633667073795817482']	1633667073795817482	[{'type': 'retweeted', 'id': '1633163966045372417'}]	15	0	0	0	0		
929	everyone	2023-03-09T03:12:35.000Z	en	1633667069098045443	1151118460665159680	RT @VoteIsAntidote: @CNNSotu @jaketapper @CNN @GovernorVA REPUBLICAN EXTREMIST Glenn YOUNGKIN @GlennYoungkin @GovernorVA GOP MAGA FASCIST M…	['1633667069098045443']	1633667069098045443	[{'type': 'retweeted', 'id': '1633661338986639360'}]	1	0	0	0	0		
930	everyone	2023-03-09T03:12:35.000Z	en	1633667068967936000	1326662243103236099	"RT @tribelaw: Ethics probe? 

How about charging the dude with stealing federal property and making illegal political contributions to MAGA…"	['1633667068967936000']	1633667068967936000	[{'type': 'retweeted', 'id': '1633545604516151296'}]	915	0	0	0	0		
931	everyone	2023-03-09T03:12:33.000Z	en	1633667059765657602	1252442521122332673	RT @OccupyDemocrats: BREAKING: Speaker Kevin McCarthy spits in the face of Ukraine's heroic President Zelensky by refusing his invitation t…	['1633667059765657602']	1633667059765657602	[{'type': 'retweeted', 'id': '1633569264488820736'}]	759	0	0	0	0		
932	everyone	2023-03-09T03:12:33.000Z	en	1633667059157544961	1476392631353716737	RT @Bennett123g: @Joey0U812 @POTUS That makes no sense and MAGA losers are a tiny % of Americans. Fringe cultists with no idea about any su…	['1633667059157544961']	1633667059157544961	[{'type': 'retweeted', 'id': '1633606331130150912'}]	0	0	0	0	0		
933	everyone	2023-03-09T03:12:33.000Z	en	1633667058717147137	773488756645126144	RT @POTUS: If MAGA Republicans in Congress get their way, 40 million Americans could lose health coverage. https://t.co/aaMt2K3NBP	['1633667058717147137']	1633667058717147137	[{'type': 'retweeted', 'id': '1633573309819523073'}]	872	0	0	0	0		
934	everyone	2023-03-09T03:12:33.000Z	en	1633667057576280065	26503586	"RT @warrenswil: #GOPTraitors fear MAGA monster they created
#McConnell may cringe, but he’s stuck with #TFG
Can’t win with him, will lose w…"	['1633667057576280065']	1633667057576280065	[{'type': 'retweeted', 'id': '1629862916639031297'}]	305	0	0	0	0		
935	everyone	2023-03-09T03:12:32.000Z	en	1633667056150228993	1704926370	"RT @MarissaMeleske: MY INTERNET JUST BROKE OH MY GOD! 

No one deserves to be standing next to the GOAT President @realDonaldTrump more tha…"	['1633667056150228993']	1633667056150228993	[{'type': 'retweeted', 'id': '1633465085313298438'}]	59	0	0	0	0		
936	everyone	2023-03-09T03:12:32.000Z	en	1633301214556221442	1603446177453817866	@JasonMooreENT @bennyjohnson MAGA stands for Make America Great Again, not, Death to America.  It’s funny our own citizens talk about what a terrible country America is, yet, they never seem to leave the country… kinda odd.  You’d think they would have moved to Canada, or, North Korea at this point	['1633667056032792580']	1633667056032792580	[{'type': 'replied_to', 'id': '1633320795400454144'}]	0	0	0	0	10	773721649971601408	
937	everyone	2023-03-09T03:12:32.000Z	en	1633667053595795457	1588282101320892416	RT @seafocks: @RepMTG Guess again. Maga ran up $8 trillion in new debt in 4 short years under the loser guy. You gqp dimwits are the ones w…	['1633667053595795457']	1633667053595795457	[{'type': 'retweeted', 'id': '1633644795582205956'}]	8	0	0	0	0		
938	everyone	2023-03-09T03:12:32.000Z	en	1633528047122137088	750334110	@NEWSMAX This surprises you? Half the police are MAGA.	['1633667053100883970']	1633667053100883970	[{'type': 'replied_to', 'id': '1633528047122137088'}]	0	0	0	0	2	20545835	
939	everyone	2023-03-09T03:12:31.000Z	en	1633571891301724160	1157041516940091399	@atrupar It was Antifa not MAGA who was attacking the Capitol Building on January 6th. It was Antifa who disguised themselves to look like MAGA. MAGA had nothing to do with this shit.	['1633667050697523202']	1633667050697523202	[{'type': 'replied_to', 'id': '1633571891301724160'}]	0	0	0	0	0	288277167	
940	everyone	2023-03-09T03:12:31.000Z	en	1633667050580201474	1151118460665159680	RT @VoteIsAntidote: @CNNSotu @jaketapper @CNN @GovernorVA REPUBLICAN EXTREMIST Glenn YOUNGKIN @GlennYoungkin @GovernorVA GOP MAGA FASCIST M…	['1633667050580201474']	1633667050580201474	[{'type': 'retweeted', 'id': '1633661209152036872'}]	1	0	0	0	0		
941	everyone	2023-03-09T03:12:30.000Z	en	1633667045236547585	836721050008313857	RT @PhillipDenton: @mbpblm @SoCal720 @PatriotInSF @bdonesem @DameScorpio @BrexitLondon @NYCLee5 @Zegdie @joedisomma @NoletDiana @hakesaw @g…	['1633667045236547585']	1633667045236547585	[{'type': 'retweeted', 'id': '1626637129408184322'}]	10	0	0	0	0		
942	everyone	2023-03-09T03:12:30.000Z	en	1633667044905189378	1501278633960292352	RT @Antman0528: Ask yourself this question. Why are the Democrats, the media, @Liz_Cheney &amp; @AdamKinzinger working so hard to protect Ray E…	['1633667044905189378']	1633667044905189378	[{'type': 'retweeted', 'id': '1633518559342075920'}]	367	0	0	0	0		
943	everyone	2023-03-09T03:12:28.000Z	en	1633667036696965120	836857681	"RT @RepRaskin: Well, my proud ""ultra MAGA"" colleagues insist, alas, on their grating political grammar. But we’re not the ""Democrat Party""…"	['1633667036696965120']	1633667036696965120	[{'type': 'retweeted', 'id': '1630998238265311233'}]	5211	0	0	0	0		
944	everyone	2023-03-09T03:12:28.000Z	en	1633453698209792000	1296185523908882434	@unscriptedmike @EdKrassen Well he was murdered by maga orcs	['1633667035996602370']	1633667035996602370	[{'type': 'replied_to', 'id': '1633458258068504577'}]	0	0	0	0	3	3551446154	
945	everyone	2023-03-09T03:12:26.000Z	en	1633667028027359233	822504009323970561	"RT @AndrewPatriot_: If you ''voted'' for Biden YOU are PART of the PROBLEM!

DEMOCRATS = ENEMY OF THE PEOPLE!

👉Retweet if you agree with m…"	['1633667028027359233']	1633667028027359233	[{'type': 'retweeted', 'id': '1633510935259119618'}]	442	0	0	0	0		
946	everyone	2023-03-09T03:12:25.000Z	en	1633615023972184065	2233396988	@lizzie_smiles88 Good evening Liz! I hope you are doing well tonight. #MAGA	['1633667025162870785']	1633667025162870785	[{'type': 'replied_to', 'id': '1633615023972184065'}]	0	0	1	0	2	1456955243057516552	
947	everyone	2023-03-09T03:12:25.000Z	en	1633667023069941761	3166124234	"RT @benwikler: 🚨 RED ALERT: A MAGA PAC just reserved $3.2 million in TV ads for the April 4 Wisconsin Supreme Court race.

For the next two…"	['1633667023069941761']	1633667023069941761	[{'type': 'retweeted', 'id': '1633545031121350656'}]	1379	0	0	0	0		
948	everyone	2023-03-09T03:12:24.000Z	en	1633667022486921216	1033244742	"RT @tribelaw: Ethics probe? 

How about charging the dude with stealing federal property and making illegal political contributions to MAGA…"	['1633667022486921216']	1633667022486921216	[{'type': 'retweeted', 'id': '1633545604516151296'}]	915	0	0	0	0		
949	everyone	2023-03-09T03:12:23.000Z	en	1633667014861500416	1375184634208792576	RT @Antman0528: Ask yourself this question. Why are the Democrats, the media, @Liz_Cheney &amp; @AdamKinzinger working so hard to protect Ray E…	['1633667014861500416']	1633667014861500416	[{'type': 'retweeted', 'id': '1633518559342075920'}]	367	0	0	0	0		
950	everyone	2023-03-09T03:12:22.000Z	en	1633667011933884420	1218379153210298369	RT @POTUS: If MAGA Republicans in Congress get their way, 40 million Americans could lose health coverage. https://t.co/aaMt2K3NBP	['1633667011933884420']	1633667011933884420	[{'type': 'retweeted', 'id': '1633573309819523073'}]	872	0	0	0	0		
951	everyone	2023-03-09T03:12:21.000Z	en	1633667009996275712	1622168821787422722	"RT @ChudsOfTikTok: David Arthur Kendall of the Maine First Project (MAGA) is a registered sex offender.

Which Maine high school is he bein…"	['1633667009996275712']	1633667009996275712	[{'type': 'retweeted', 'id': '1631763236252012545'}]	508	0	0	0	0		
952	everyone	2023-03-09T03:12:21.000Z	en	1633667009232748546	1151118460665159680	RT @VoteIsAntidote: @CNNSotu @jaketapper @CNN @GovernorVA DYSTOPIAN HELL BREWS IN VIRGINIA THANKS TO GOP MAGA REPUBLICAN GOVERNOR YOUGNKIN…	['1633667009232748546']	1633667009232748546	[{'type': 'retweeted', 'id': '1633660314100146177'}]	1	0	0	0	0		
953	everyone	2023-03-09T03:12:17.000Z	en	1633666990798938112	3072187201	RT @realTuckFrumper: MAGA hoaxer Jacob Wohl found to have violated the KKK Act by federal judge https://t.co/4bdFfhmKTG	['1633666990798938112']	1633666990798938112	[{'type': 'retweeted', 'id': '1633612605129641984'}]	122	0	0	0	0		
954	everyone	2023-03-09T03:12:15.000Z	en	1633583150688264199	3645841755	@JackPosobiec But it’s the mean ole Maga republicans who want to starve poor people. Got it.	['1633666983114702850']	1633666983114702850	[{'type': 'replied_to', 'id': '1633583150688264199'}]	0	0	0	0	2	592730371	
955	everyone	2023-03-09T03:12:15.000Z	en	1633666981378375685	1136245272646967296	RT @ninaturner: There were more Democratic “YEA” votes and more GOP “NAY” votes, but apparently supporting the “YEA” position is MAGA??🤔 ht…	['1633666981378375685']	1633666981378375685	[{'type': 'retweeted', 'id': '1633631852924731392'}]	38	0	0	0	0		
956	everyone	2023-03-09T03:12:15.000Z	en	1633662929693466625	824194296521826308	"@meinmelbourne @LeaderMcConnell What a coward. 

Mitch McConnell typically hides behind bland headlines &amp; announcements that hide the true evil of MAGA #GOPSeditiousTraitors.

We must learn HOW this lying bigot is still in office.

Do your job:
@TheJusticeDept
#JackSmith
@colmonelridge
@KyDems
@KYSenateDems"	['1633666981269499904']	1633666981269499904	[{'type': 'replied_to', 'id': '1633662929693466625'}]	0	0	0	0	4	824518945	
957	everyone	2023-03-09T03:12:14.000Z	en	1633579594573058048	461628249	@VernonForGA Its Trump.  Period.  Love DeSantis but He’d better serve himself by continuing to harden Florida and then walk into the White House in 28 with full support rather than to get between MAGA and the mission of purging the Deep State from our land. He wont like the outcome.	['1633666979092463616']	1633666979092463616	[{'type': 'replied_to', 'id': '1633579594573058048'}]	0	0	0	0	5	900021957424447488	
958	everyone	2023-03-09T03:12:12.000Z	en	1633626595456954372	38198799	"@CkDexter15 ""Fascism Fuchsia is *the* Spring color for MAGA women""
😂😂😂"	['1633666970750001152']	1633666970750001152	[{'type': 'replied_to', 'id': '1633665444333617155'}]	0	0	1	0	7	1615454654	
959	everyone	2023-03-09T03:12:12.000Z	en	1633666969064058881	870057755662483456	RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi	['1633666969064058881']	1633666969064058881	[{'type': 'retweeted', 'id': '1633621571205050369'}]	706	0	0	0	0		
960	everyone	2023-03-09T03:12:11.000Z	en	1633666964349669376	2973379189	"RT @claytoonz: Tucker Carlson ""passionately"" hates Trump. #TuckerCarlson #DominionLawsuit #DominionVsFoxNews #FoxNews #FoxNewsLies #Jan6 #T…"	['1633666964349669376']	1633666964349669376	[{'type': 'retweeted', 'id': '1633493474388353027'}]	24	0	0	0	0		
961	everyone	2023-03-09T03:12:10.000Z	en	1633666964001308673	1519272525024407554	RT @toutant_gustave: YOU GOD DAMNED REPUBLICANS EITHER FIGHT TO FREE THE 6 JAN POLITICAL PRISONERS OR YOU WILL NEVER GET REELECTED AGAIN !!…	['1633666964001308673']	1633666964001308673	[{'type': 'retweeted', 'id': '1633658685888053249'}]	1	0	0	0	0		
